name,artist,meter,chorus_cp,verse_cp,intro_cp,outro_cp,bridge_cp,release year,energy,valence,tempo,danceability
50 Ways To Leave Your Lover,Paul Simon,4/4,"['G:maj', 'Bb:maj6', 'C:maj', 'G:maj', 'G:maj', 'Bb:maj6', 'C:maj', 'G:maj']","['E:min/b3', 'B:min', 'C:maj7', 'B:7(b9)', 'E:min', 'B:7/3', 'B:7/5', 'B:7(b9)', 'E:min/b3', 'B:min', 'C:maj7', 'B:7(b9)', 'E:min', 'B:7/3', 'B:7/5', 'B:7(b9)']","['N', 'N', 'N', 'N']","['N', 'N', 'N', 'N']",[],1975,0.372,0.293,101.684,0.815
Kiss On My List,Hall & Oates,4/4,"['F:sus2', 'F:min', 'G:min7/5', 'F:min9', 'G:min7/5', 'F:min9', 'G:min7/5', 'F:min9', 'F:maj/9', 'G:maj', 'C:maj', 'G:maj/11', 'A:min/b3', 'G:maj/11', 'C:min7', 'C:min7', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'G:maj/11', 'A:min/b3', 'G:maj/11', 'C:min7', 'C:min7', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:sus2', 'F:min', 'G:min7/5', 'F:min9', 'G:min7/5', 'F:min9', 'G:min7/5', 'F:min9', 'F:maj/9', 'G:maj', 'C:maj', 'G:maj/11', 'A:min/b3', 'G:maj/11', 'C:min7', 'C:min7', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'G:maj/11', 'G:maj/11', 'F:maj', 'F:maj', 'A:hdim7/b5', 'A:hdim7/b5', 'D:min7', 'G:11']","['C:min', 'C:min', 'F:min', 'F:min', 'Ab:maj', 'Bb:maj', 'C:maj(9)', 'C:maj(9)', 'C:min', 'C:min', 'F:min', 'F:min', 'Ab:maj', 'Bb:maj', 'C:maj(9)', 'C:maj(9)']","['C:maj', 'G:maj/11', 'A:min/b3', 'G:maj/11', 'C:min7', 'C:min7', 'F:maj', 'F:maj', 'C:maj', 'C:maj']","['C:maj', 'G:maj/11', 'A:min/b3', 'G:maj/11', 'C:min7', 'C:min7', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'G:maj/11', 'A:min/b3', 'G:maj/11', 'C:min7', 'C:min7', 'F:maj', 'F:maj', 'C:maj', 'C:maj']",[],1980,0.741,0.965,121.221,0.815
(I was) Born To Cry,Dion,4/4,"['A:min', 'D:min', 'A:min', 'D:min', 'A:min', 'D:min', 'A:min', 'D:min', 'A:min', 'A:min', 'D:min', 'D:min']","['A:min', 'A:min', 'D:min', 'D:min', 'A:min', 'A:min', 'D:min', 'D:min', 'A:min', 'A:min', 'D:min', 'D:min', 'A:min', 'A:min', 'D:min', 'D:min']","['A:min', 'D:min', 'A:min', 'E:7']","['A:min', 'A:min', 'D:min', 'D:min']",[],2005,0.568,0.607,119.676,0.396
Silent Lucidity,Queensryche,4/4,"['D:maj', 'C:maj6(9)', 'D:maj', 'C:maj6(9)', 'D:maj', 'C:maj6(9)', 'D:maj', 'C:maj6(9)']","['G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)', 'E:min9', 'E:min7', 'E:min9', 'E:min7', 'G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)', 'E:min9', 'E:min7', 'E:min9', 'E:min7', 'G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)', 'E:min9', 'E:min7', 'E:min9', 'E:min7']","['G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)', 'E:min9', 'E:min7', 'E:min9', 'E:min7']","['G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)', 'G:maj', 'G:maj(9)']","['Eb:maj', 'Eb:maj', 'C:sus2', 'C:maj', 'C:sus2', 'C:maj']",1990,0.628,0.0981,140.049,0.462
Better Things,The Kinks,4/4,"['D:maj', 'F#:7', 'G:maj', 'A:maj', 'D:maj', 'F#:7', 'G:maj', 'A:maj', 'D:maj', 'G:maj', 'A:maj', 'D:maj', 'G:maj', 'A:maj', 'D:maj', 'F#:7', 'G:maj', 'A:maj', 'D:maj', 'G:maj', 'A:maj', 'D:maj', 'G:maj', 'A:maj']","['D:maj', 'D:maj/3', 'G:maj', 'A:maj']","['D:maj', 'D:7/3', 'G:maj', 'A:maj']","['D:maj', 'D:maj/3', 'G:maj', 'A:maj']",[],1981,0.618,0.707,138.321,0.522
Heaven's Just A Sin Away,The Kendalls,4/4,"['F#:maj', 'F#:maj', 'B:maj', 'B:maj', 'F#:maj', 'F#:maj', 'B:maj', 'B:maj', 'F#:maj', 'F#:maj', 'B:maj', 'B:maj', 'F#:maj', 'F#:maj', 'B:maj', 'B:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj']",[],"['F#:maj', 'F#:maj', 'F#:maj', 'F#:maj']","['G:maj', 'G:maj', 'A:maj', 'D:maj']","['B:maj', 'B:maj', 'F#:maj', 'F#:maj', 'B:maj', 'B:maj', 'F#:maj', 'F#:maj']",1972,0.627,0.865,154.189,0.558
Magic Man,Heart,4/4,"['Bb:maj', 'F:maj', 'G:5', 'Bb:maj', 'F:maj', 'G:5', 'Bb:maj', 'F:maj', 'G:5', 'Bb:maj', 'F:maj', 'G:5', 'Bb:maj', 'F:maj', 'G:5', 'Bb:maj', 'F:maj', 'G:5', 'G:5', 'G:5', 'F:5', 'G:5', 'G:5', 'F:5', 'G:5', 'G:5', 'F:5', 'G:5', 'G:5', 'F:5', 'G:5', 'N', 'N', 'F:5', 'F#:5', 'G:5', 'N', 'Bb:maj', 'F:maj', 'G:5', 'Bb:maj', 'F:maj', 'G:5']","['G:5', 'G:5', 'F:maj', 'F:maj', 'G:5', 'G:5', 'F:maj', 'F:maj']","['G:5', 'G:5', 'G:5', 'G:5']",[],"['G:5', 'G:5', 'G:5', 'G:5']",1975,0.444,0.734,103.818,0.435
Rock 'n' Roll Fantasy,Bad Company,4/4,"['C:maj', 'A:maj', 'G:maj', 'D:maj', 'A:maj', 'A:maj', 'E:7(#9)', 'E:7(#9)', 'E:7(#9)', 'E:7(#9)', 'C:maj', 'A:maj', 'G:maj', 'D:maj', 'A:maj', 'A:maj', 'C:maj', 'A:maj', 'G:maj', 'D:maj', 'A:maj', 'A:maj', 'C:maj', 'A:maj', 'G:maj', 'D:maj', 'A:maj', 'A:maj']","['E:7(#9)', 'C:maj', 'D:maj', 'E:7(#9)', 'C:maj', 'D:maj', 'E:7(#9)', 'C:maj', 'D:maj', 'E:7(#9)', 'C:maj', 'D:maj', 'E:7(#9)', 'C:maj', 'D:maj', 'E:7(#9)', 'C:maj', 'D:maj']","['(6/4)', 'E:7(#9)']",[],[],1979,0.716,0.868,112.302,0.605
Chained And Bound,Otis Redding,4/4,[],"['N', 'Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:7', 'Eb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj', 'Bb:7', 'Eb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj']",[],"['Bb:maj', 'Eb:maj']","['G:min', 'Bb:maj']",1965,0.353,0.823,160.797,0.445
Super Freak Part One,Rick James,4/4,"['A:min/11', 'A:min', 'G:maj/b7', 'A:min', 'A:min/11', 'A:min', 'G:maj/b7', 'A:min', 'A:min/11', 'A:min', 'G:maj/b7', 'A:min', 'A:min/11', 'A:min', 'G:maj/b7', 'A:min', 'A:min/11', 'A:min', 'G:maj/b7', 'A:min', 'A:min/11', 'A:min', 'G:maj/b7', 'A:min']","['A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min']","['A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min']","['A:min/11', 'A:min', 'G:maj/b7', 'A:min', 'A:min/11', 'A:min', 'G:maj/b7', 'A:min']","['F:maj', 'G:maj', 'A:min7', 'A:min7', 'F:maj', 'G:maj', 'A:min7', 'A:min7', 'F:maj', 'G:maj', 'A:min7', 'A:min7', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'F:maj', 'G:maj', 'A:min7', 'A:min7', 'F:maj', 'G:maj', 'A:min7', 'A:min7', 'F:maj', 'G:maj', 'A:min7', 'A:min7', 'A:min/11', 'A:min', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'G:maj', 'A:min']",2016,0.649,0.962,132.508,0.863
"Baby, Baby Don't Cry",The Miracles,4/4,"['F:maj', 'Eb:maj', 'Bb:maj', 'Bb:maj6', 'Bb:7', 'Bb:maj6', 'F:maj', 'G:min7', 'F:maj', 'A:min7', 'Bb:maj7', 'F:maj', 'Eb:maj', 'Bb:maj', 'Bb:maj6', 'Bb:7', 'Bb:maj6', 'F:maj', 'G:min7', 'F:maj', 'A:min7', 'Bb:maj7', 'Gb:maj7', 'Ab:min7', 'Gb:maj7', 'Ab:min7', 'Gb:maj', 'Bb:min7', 'Cb:maj7']","['F:maj', 'G:min', 'F:maj', 'G:min', 'F:maj7', 'G:min', 'F:maj7', 'G:min']","['F:1', 'F:1']","['Gb:maj7', 'Ab:min7', 'Gb:maj7', 'Ab:min7', 'Gb:maj', 'Bb:min7', 'Cb:maj7']","['D:min6', 'D:min7', 'D:min6', 'D:min(b13)']",1969,0.354,0.662,95.727,0.521
Wanna Be Startin' Somethin',Michael Jackson,4/4,"['D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1']","['D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1', 'D:1']","['D:1', 'D:1', 'D:1', 'D:1']","['D:maj', 'E:maj/b7', 'D:maj', 'E:maj/b7']","['D:maj', 'E:maj/b7', 'D:maj', 'E:maj/b7', 'D:maj', 'E:maj/b7', 'D:maj', 'E:maj/b7']",1982,0.872,0.906,122.111,0.842
Daydream Believer,Anne Murray,4/4,"['Eb:maj', 'F:maj', 'D:min', 'Eb:maj', 'F:maj', 'G:min', 'Eb:maj', 'Eb:maj', 'F:maj', 'D:min', 'Eb:maj', 'F:maj', 'G:min', 'Eb:maj', 'Eb:maj', 'F:maj', 'D:min', 'Eb:maj', 'F:maj', 'G:min', 'Eb:maj']","['Bb:maj', 'C:min7', 'Bb:maj/3', 'Eb:maj', 'Bb:maj', 'C:min7', 'Bb:maj/3', 'Eb:maj']","['Bb:maj', 'F:sus4(b7)', 'Bb:maj', 'F:sus4(b7)']","['Eb:maj', 'F:maj', 'D:min', 'Eb:maj', 'F:maj', 'G:min', 'Eb:maj']","['Bb:maj', 'F:sus4(b7)', 'Bb:maj', 'F:sus4(b7)']",2000,0.472,0.579,127.094,0.584
Caught Up In The Rapture,Anita Baker,4/4,"['C#:1(b3,b7,11,9)', 'F#:7', 'B:min7', 'E:7', 'A:min', 'D:7', 'G:maj7', 'C:13', 'C#:1(b3,b7,11,9)', 'F#:7', 'B:min7', 'E:7', 'A:min', 'D:7', 'G:maj7', 'C:13', 'C#:1(b3,b7,11,9)', 'F#:7', 'B:min7', 'E:7', 'A:min', 'D:7', 'G:maj7', 'C:13', 'B:min7', 'B:min7', 'G:maj7', 'E:min7', 'F#:aug(b7)']","['D:maj7', 'F#:min7', 'G:maj7', 'C:sus4(b7,9,13)', 'D:maj7', 'F#:min7', 'G:maj7', 'C:sus4(b7,9,13)']","['D:maj9', 'F:maj/9', 'A:min7', 'C:sus4(b7,9,13)', 'G:min7', 'A:sus4(b7)']","['B:min7', 'B:min7', 'G:maj7', 'E:min7', 'F#:aug(b7)']","['B:min7', 'B:min7', 'G:maj7', 'E:min7', 'F#:aug(b7)', 'D:maj9', 'F:maj/9', 'A:min7', 'C:sus4(b7,9,13)', 'G:min7', 'A:sus4(b7)', 'B:min7', 'B:min7', 'G:maj7', 'E:min7', 'F#:aug(b7)', 'D:maj9', 'F:maj/9', 'A:min7', 'C:sus4(b7,9,13)', 'G:min7', 'A:sus4(b7)', 'B:min7', 'B:min7', 'G:maj7', 'E:min7', 'F#:aug(b7)']",2017,0.506,0.378,91.273,0.593
The Joker,Steve Miller Band,4/4,"['F:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'F:maj', 'Bb:maj']","['F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj']",[],"['F:maj', 'Bb:maj', 'C:maj', 'Bb:maj']",[],1973,0.448,0.796,83.293,0.596
Think,James Brown,4/4,"['Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7', 'Eb:7', 'Eb:7', 'Eb:7', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)', 'Eb:7(#9)']","['Eb:7', 'Eb:7', 'Eb:7', 'Eb:7', 'Eb:7', 'Eb:7', 'Eb:7', 'Eb:7']",[],[],[],1995,0.67,0.889,93.883,0.847
Sweet Music Man,Kenny Rogers,4/4,"['G:maj', 'A:7', 'D:maj', 'G:maj', 'A:7', 'D:maj', 'G:maj', 'A:7', 'D:maj', 'G:maj', 'A:7', 'D:maj']","['(3/4)', 'D:maj', 'D:maj', 'D:maj', '(3/4)', 'D:maj', 'D:maj', 'D:maj', '(3/4)', 'D:maj', 'D:maj', 'D:maj', '(3/4)', 'D:maj', 'D:maj', 'D:maj', '(3/4)', 'D:maj', 'D:maj', 'D:maj']",['D:maj'],"['D:maj', 'C:maj6', 'G:maj/3', 'A:7', 'D:maj']",[],1977,0.15,0.289,78.479,0.464
She Bop,Cyndi Lauper,4/4,"['D:min', 'D:min', 'C:maj', 'F:maj', 'D:min', 'D:min', 'C:maj', 'F:maj', 'D:min', 'D:min', 'C:maj', 'F:maj']","['A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min']","['A:min', 'A:min', 'A:min', 'A:min']","['A:min', 'A:min']",[],1983,0.891,0.814,136.794,0.583
Galveston,Glen Campbell,4/4,[],"['F:maj', '(2/4)', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj', '(2/4)', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj', '(2/4)', 'Bb:maj', 'C:maj', 'F:maj']","['F:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'Bb:maj', 'C:maj']","['F:maj', '(2/4)', 'Bb:maj', 'C:maj', 'F:maj']","['Ab:maj', 'Ab:maj', 'Bb:maj', 'Ab:maj', 'Ab:maj', 'Bb:maj']",1969,0.52,0.675,118.404,0.526
I m Goin Down,Bruce Springsteen,4/4,"['A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:5', 'E:5', 'F#:5', 'D:5', 'A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:maj', 'E:maj', 'F#:min', 'D:maj']","['A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:maj', 'E:maj', 'F#:min', 'D:maj', 'A:5', 'E:5', 'F#:5', 'D:5']","['A:maj', 'E:maj', 'F#:min', 'D:maj']","['A:maj', 'E:maj', 'F#:min', 'D:maj']",[],1984,0.948,0.811,132.812,0.579
I want to take you higher,Sly And The Family Stone,4/4,"['A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'A:min7']","['(3/4)', 'A:min', '(3/4)', 'A:min', '(3/4)', 'A:min']","['E:min', 'E:min', 'E:min']","['A:min7', 'A:min7', 'A:min7', 'A:min7']","['E:min', 'E:min', 'E:min', 'E:min', 'E:min', 'E:min', 'E:min', 'E:min', 'E:min', 'A:min7', 'A:min7', 'A:min7', 'A:min7']",1969,0.844,0.519,102.773,0.613
In My Room,The Beach Boys,4/4,"['C#:min7', 'A:maj', 'F#:maj', 'B:maj', 'A:maj', 'B:maj', 'C#:min7', 'A:maj', 'F#:maj', 'B:maj', 'A:maj', 'B:maj', 'C#:min7', 'A:maj', 'F#:maj', 'B:maj', 'A:maj', 'B:maj', 'A:maj']","['B:maj', 'B:maj', 'B:maj', 'A:maj', 'B:maj', 'G#:min7', 'B:maj', 'B:maj', 'B:maj', 'A:maj', 'B:maj', 'G#:min7', 'B:maj', 'B:maj', 'B:maj', 'A:maj', 'B:maj', 'G#:min7']","['B:maj', 'G#:min7', 'C#:min7', 'F#:7']","['B:maj', 'A:maj', 'B:maj', 'A:maj', 'B:maj', 'A:maj', 'B:maj', 'A:maj']","['G#:min7', 'F#:maj', 'G#:min', 'F#:maj', 'G#:min', 'F#:maj', 'B:maj']",1963,0.416,0.499,102.886,0.341
Only Sixteen,Dr. Hook,4/4,"['F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj/5']","['F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj/5', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj/5', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj/5', 'F:maj', 'Bb:maj', 'C:maj', 'Bb:maj', 'C:maj', 'F:maj', 'F:maj/5']","['F:maj', 'D:min', 'G:min', 'C:maj']",[],"['Bb:maj', 'C:maj', 'F:maj', 'Bb:maj', 'C:maj', 'F:maj', 'Bb:maj', 'C:maj', 'F:maj', 'Bb:maj', 'C:maj', 'F:maj']",1975,0.189,0.609,100.342,0.628
These Boots Are Made For Walkin',Nancy Sinatra,4/4,"['Ab:maj', 'F:maj', 'Ab:maj', 'F:maj', 'Ab:maj', 'F:maj', 'Ab:maj', 'F:maj', 'Ab:maj', 'F:maj', 'Ab:maj', 'F:maj']","['F:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj']","['F:maj', 'F:maj']","['F:maj', 'F:maj', 'F:maj', 'F:maj']","['F:maj', 'F:maj', 'F:maj', 'F:maj']",2021,0.42,0.337,165.304,0.628
Ten Percent,Double Exposure,4/4,"['G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)']","['C:maj/5', 'G:maj', 'C:maj7', 'C:maj7', 'C:maj/5', 'G:maj', 'C:maj7', 'C:maj7']","['N', 'N', 'N', 'N']","['G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)']",[],1976,0.905,0.551,121.494,0.537
Born To Be Wild,Steppenwolf,4/4,"['E:maj', 'E:maj', 'G:maj', 'G:maj', 'E:maj', 'E:maj', 'G:maj', 'G:maj']","['E:maj', 'E:7(#9)', 'E:maj', 'E:7(#9)', 'E:maj', 'E:7(#9)', 'E:maj', 'E:7(#9)', 'E:maj', 'E:7(#9)', 'E:maj', 'E:7(#9)']","['E:maj', 'E:maj', 'E:maj', 'E:maj']","['E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj']","['G:maj', 'A:maj', 'E:maj', 'G:maj', 'A:maj', 'E:maj', 'G:maj', 'A:maj', 'E:maj', 'G:maj', 'A:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj']",1968,0.734,0.54,145.703,0.439
Blow Away,George Harrison,4/4,"['D:maj', 'B:min', 'F#:min', 'F#:min', 'A:sus4(b7)', 'A:7', 'D:maj', 'B:min', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'D:maj', 'B:min', 'F#:min', 'F#:min', 'A:sus4(b7)', 'A:7', 'D:maj', 'B:min', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'D:maj', 'B:min', 'F#:min', 'F#:min', 'A:sus4(b7)', 'A:7', 'D:maj', 'B:min', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'D:maj', 'B:min', 'F#:min', 'F#:min', 'A:sus4(b7)', 'A:7', 'D:maj', 'B:min', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'F#:min7', 'B:min', 'F#:min', 'A:7', 'F:maj', 'C:maj', 'A:sus4(b7)', 'A:maj']","['D:maj', 'B:min7', 'F#:min7', 'A:sus4(b7)', 'A:maj', 'D:maj', 'B:min7', 'F#:min7', 'A:sus4(b7)', 'A:maj', 'D:maj', 'B:min7', 'F#:min7', 'A:sus4(b7)', 'A:maj']","['D:maj', 'B:min7', 'F#:min7', 'A:sus4(b7)', 'A:maj']","['F:maj', 'C:maj', 'A:sus4(b7)', 'A:sus4(b7)']","['F:maj', 'C:maj', 'A:sus4(b7)', 'A:sus4(b7)', 'F:maj', 'C:maj', 'A:sus4(b7)', 'A:sus4(b7)', 'F:maj', 'C:maj', 'A:sus4(b7)', 'A:sus4(b7)']",1979,0.627,0.249,115.221,0.649
Fire And Ice,Pat Benetar,4/4,"['C:min', 'Ab:maj7', 'Bb:maj(9)', 'Bb:maj(9)', 'C:min', 'Ab:maj7', 'Bb:maj(9)', 'Bb:maj(9)', 'C:min', 'Ab:maj7', 'Bb:maj(9)', 'Bb:maj(9)', 'Ab:maj', 'Bb:maj', 'C:min', 'Ab:maj7', 'Bb:maj(9)', 'Bb:maj(9)']","['C:5', 'Ab:maj', 'Eb:maj', 'G:maj', 'C:5', 'Ab:maj', 'Eb:maj', 'G:maj']","['N', 'N', 'C:5', 'C:5']","['C:min', 'Ab:maj7', 'Bb:maj(9)', 'Bb:maj(9)', 'C:min', 'Ab:maj7', 'Bb:maj(9)', 'Bb:maj(9)']","['F:maj', 'Ab:maj', 'G:sus4(b7)', 'G:7/3', 'Ab:5/5', 'Ab:5', 'Ab:5', 'Ab:5', 'Ab:5']",1981,0.478,0.679,118.359,0.734
My Love,Paul McCartney & Wings,4/4,"['F:maj', 'G:min7', 'Bb:maj7', 'F:maj', 'F:maj', 'G:min7', 'Bb:maj7', 'F:maj', 'Bb:maj7', 'Bb:maj7', 'A:min7', 'D:9', 'F:maj', 'G:min7', 'Bb:maj7', 'F:maj', 'F:maj', 'G:min7', 'Bb:maj7', 'F:maj']","['Bb:maj7', 'Bb:maj7', 'A:min7', 'D:9', 'Bb:maj7', 'Bb:maj7', 'A:min7', 'D:9', 'Bb:maj7', 'Bb:maj7', 'A:min7', 'D:9']","['(6/4)', 'A:1']",[],"['G:min7', 'G:min7', 'C:7/3', 'C:7', 'F:maj', 'A:7', 'Bb:maj7', 'C:7', 'F:maj', 'F:7/3']",2001,0.432,0.151,120.266,0.419
I Won't Stand In Your Way,Stray Cats,12/8,"['Eb:maj', 'Eb:maj7', 'Eb:7', 'Ab:maj', 'Ab:min', 'Db:7', 'Eb:maj', 'Eb:maj7', 'Eb:7', 'Ab:maj', 'Ab:min', 'Db:7', 'Eb:maj', 'Eb:maj7', 'Eb:7', 'Ab:maj', 'Ab:min', 'Db:7', 'Eb:maj', 'Eb:maj7', 'Eb:7', 'Ab:maj', 'Ab:min', 'Db:7']","['Eb:maj', 'Eb:maj7', 'Eb:7', 'Ab:maj', 'Ab:min', 'Db:7']","['Eb:maj', 'C:min7', 'B:7', 'Bb:7', '&pause']",[],"['Ab:maj', 'Db:7', 'Eb:maj', 'Ab:maj', 'Eb:maj', 'Eb:7', 'Ab:maj', 'Ab:min', 'Eb:maj', 'Ab:maj', 'Eb:maj', 'Eb:7']",1983,0.429,0.606,104.983,0.489
Walk This Way,Run-D.M.C.,4/4,"['C:7', 'F:7', 'C:7', 'F:7', 'C:7', 'C:7', 'C:7', 'C:7', 'C:7', 'C:7', 'A:maj', 'C:7', 'F:7', 'C:7', 'F:7', 'C:1', 'C:1', 'C:1', 'C:1', 'C:1', 'C:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:maj', 'E:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:maj', 'E:1', 'A:maj']","['C:7', 'C:7', 'C:7', 'C:7', 'C:7', 'C:7', 'C:7', 'C:7', 'N', 'N', 'N', 'N', 'C:7', 'C:7', 'C:7', 'C:7']","['N', 'N', 'N', 'N']",[],"['E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'E:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:maj', 'E:1', 'A:maj', 'E:1', 'E:1', 'E:1', 'E:maj', 'E:1', 'A:maj']",1986,0.711,0.947,105.448,0.761
Pinball Wizard,The Who,4/4,"['E:maj', 'F#:maj', 'B:maj', 'B:maj', 'E:maj', 'F#:maj', 'B:maj', 'B:maj', 'E:maj', 'F#:maj', 'B:maj', 'B:maj', 'G:maj', 'D:maj', 'D:maj', 'E:maj', 'F#:maj', 'B:maj', 'B:maj', 'E:maj', 'F#:maj', 'B:maj', 'B:maj', 'E:maj', 'F#:maj', 'B:maj', 'B:maj', 'G:maj', 'D:maj', 'D:maj']","['B:sus4', 'B:maj', 'B:sus4', 'B:maj', 'B:sus4', 'B:maj', 'A:sus4', 'A:maj', 'B:sus4', 'B:maj', 'A:sus4', 'A:maj', 'D:sus4(b7)', 'D:7', 'D:sus4(b7)', 'D:7', 'B:sus4', 'B:maj', 'A:sus4', 'A:maj', 'D:sus4(b7)', 'D:7', 'D:sus4(b7)', 'D:7', 'D:sus4(b7)', 'D:7', 'C:sus4(b7)', 'C:7']","['B:min7/5', 'B:min11/5', 'C#:min7/11', 'F#:7']","['Bb:sus4(b7)', 'Bb:7', 'Bb:sus4(b7)', 'Bb:7']",[],1969,0.715,0.468,124.011,0.543
